client_id,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
383,15,f,60,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
384,15,m,64,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
385,45,m,51,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
386,62,m,19,18-25,145688,40.70,8544,1.28,0.57,19.30,1.58
387,76,m,72,>65,127369,51.20,8369,-7.29,1.15,25.69,5.30
388,36,f,49,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
389,47,f,25,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
390,47,f,22,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
391,47,f,66,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
392,74,f,49,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
393,74,m,43,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
394,52,f,75,>65,139012,61.90,8363,1.69,0.97,19.29,3.00
395,52,m,80,>65,139012,61.90,8363,1.69,0.97,19.29,3.00
396,1,m,79,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
397,75,m,69,>65,138032,64.60,8819,3.20,0.28,31.04,5.52
398,61,f,74,>65,117897,53.80,8814,-0.45,0.98,17.69,5.25
399,45,m,47,40-50,77917,53.50,8390,0.54,0.61,26.96,2.58
400,1,m,66,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
401,1,f,71,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
402,3,m,56,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
403,42,f,26,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
404,42,m,32,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
405,65,f,65,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
406,36,m,22,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
407,73,f,24,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
408,35,f,21,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
409,74,m,74,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
410,62,m,37,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
411,17,f,58,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
412,17,m,55,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
413,49,f,27,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
414,46,f,52,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
415,46,m,54,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
416,1,f,67,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
417,1,m,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
418,28,m,33,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
419,64,f,29,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
420,18,m,21,18-25,70699,65.30,8968,2.40,0.52,25.81,3.09
421,54,m,34,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
422,69,m,53,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
423,37,m,42,40-50,114006,62.30,9065,0.17,0.93,36.46,4.92
424,1,m,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
425,25,m,51,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
426,72,m,62,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
427,72,f,58,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
428,47,f,80,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
429,50,f,18,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
430,39,m,79,>65,119895,89.90,10446,-1.70,2.06,40.41,8.37
431,24,f,72,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
432,59,f,47,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
433,62,m,44,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
434,70,f,56,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
435,20,m,32,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
436,2,m,44,40-50,88884,46.70,8507,5.79,0.18,27.19,1.76
437,11,f,79,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
438,32,m,61,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
439,51,f,31,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
440,15,f,29,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
441,1,m,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
442,1,f,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
443,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
444,74,f,39,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
445,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
446,1,m,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
447,23,m,53,25-50,87419,85.50,8624,3.65,0.87,34.76,2.23
448,77,f,29,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
450,25,m,46,40-50,88757,61.70,8554,4.46,0.21,22.76,2.58
451,12,m,20,18-25,107870,58.00,8754,0.59,0.48,35.56,4.07
452,55,f,46,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
453,67,m,30,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
454,38,f,50,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
455,68,m,79,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
456,25,m,59,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
457,70,m,49,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
458,68,m,38,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
459,32,f,32,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
461,68,f,29,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
462,14,m,29,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
463,38,m,55,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
464,24,f,40,25-40,122603,80.00,8991,0.61,0.62,42.70,1.70
465,5,m,47,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
466,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
467,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
468,72,m,40,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
469,59,f,29,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
470,30,f,45,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
471,44,m,22,18-25,105606,53.00,8254,1.51,0.97,21.26,3.27
472,36,m,18,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
473,1,f,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
474,46,m,50,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
476,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
477,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
478,21,m,21,18-25,103347,67.00,9104,0.53,0.56,22.51,1.79
479,11,m,52,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
480,11,f,53,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
481,69,m,72,>65,42821,48.40,8173,0.00,0.00,31.71,7.01
482,69,f,65,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
483,1,m,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
484,28,f,40,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
485,32,m,21,18-25,105058,81.00,9272,1.57,0.42,42.10,3.01
486,68,m,55,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
487,1,f,77,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
488,1,m,82,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
489,41,m,59,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
490,55,m,49,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
491,63,m,33,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
492,72,m,64,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
493,41,f,57,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
494,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
495,49,f,62,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
496,70,f,48,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
497,74,m,46,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
498,74,f,51,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
499,18,f,64,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
500,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
501,62,m,62,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
502,6,m,80,>65,77963,51.50,8546,6.16,1.07,36.94,3.48
503,73,m,40,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
504,36,m,20,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
505,13,m,22,18-25,53921,41.30,8598,5.16,0.49,32.20,3.01
506,75,m,53,25-50,138032,64.60,8819,3.20,0.28,31.04,5.52
507,75,m,45,40-50,138032,64.60,8819,3.20,0.28,31.04,5.52
508,53,m,28,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
509,73,m,19,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
510,12,m,23,18-25,107870,58.00,8754,0.59,0.48,35.56,4.07
511,9,m,40,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
512,60,f,34,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
513,8,f,25,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
514,8,m,31,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
515,1,m,67,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
516,1,f,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
517,63,m,34,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
518,54,f,20,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
519,18,m,19,18-25,70699,65.30,8968,2.40,0.52,25.81,3.09
520,46,f,52,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
521,69,m,24,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
522,1,f,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
523,38,m,77,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
524,30,f,36,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
525,30,m,30,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
526,43,m,35,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
527,43,f,33,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
528,37,m,22,18-25,114006,62.30,9065,0.17,0.93,36.46,4.92
529,69,m,21,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
530,29,f,42,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
531,27,m,23,18-25,67298,43.80,8561,1.46,0.64,16.02,0.97
532,27,f,19,18-25,67298,43.80,8561,1.46,0.64,16.02,0.97
533,54,f,58,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
534,74,m,42,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
535,26,m,62,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
536,47,m,60,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
537,1,m,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
538,5,f,51,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
540,19,m,78,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
541,19,f,72,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
542,59,f,78,>65,108871,62.10,8444,-2.66,0.23,22.50,3.36
543,11,f,41,40-50,75637,36.50,9622,0.71,0.14,46.30,0.52
544,63,m,51,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
545,75,f,26,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
546,7,m,46,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
547,54,m,50,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
548,49,m,62,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
550,7,m,38,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
551,47,f,23,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
552,1,f,65,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
553,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
554,30,f,74,>65,94812,81.80,9650,-1.91,0.29,30.53,3.52
555,30,m,73,>65,94812,81.80,9650,-1.91,0.29,30.53,3.52
556,29,m,53,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
557,51,m,60,25-50,121947,70.50,8541,2.81,0.46,30.07,2.74
558,43,f,79,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
559,32,f,27,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
560,71,f,32,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
561,74,f,37,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
562,49,f,24,18-25,75685,60.80,8208,6.12,0.37,24.99,2.07
563,72,f,38,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
564,72,m,44,40-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
565,64,f,40,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
566,47,f,53,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
567,47,m,49,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
568,8,f,39,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
569,73,m,37,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
570,61,f,58,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
571,3,m,75,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
572,3,f,79,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
573,69,m,32,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
574,1,m,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
575,58,m,29,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
576,58,f,25,18-25,109164,63.60,8757,2.37,0.57,21.45,3.67
577,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
578,23,f,22,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
579,72,f,66,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
581,70,f,50,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
582,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
583,75,f,35,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
584,33,f,23,18-25,133777,84.70,8705,1.56,1.86,35.54,6.68
585,40,f,57,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
586,40,m,52,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
587,25,f,54,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
588,61,f,39,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
589,45,m,38,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
590,44,m,50,40-50,105606,53.00,8254,1.51,0.97,21.26,3.27
591,65,f,25,18-25,114200,43.70,8403,4.91,-0.02,21.34,5.73
592,26,m,34,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
593,60,f,45,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
596,69,m,51,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
597,55,m,56,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
598,1,m,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
599,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
601,56,m,33,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
602,56,f,34,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
603,13,f,33,25-40,53921,41.30,8598,5.16,0.49,32.20,3.01
604,1,f,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
605,1,f,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
606,10,f,50,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
607,64,m,35,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
608,67,m,27,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
609,52,m,37,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
610,74,f,20,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
611,36,m,47,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
612,36,f,39,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
613,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
614,14,f,52,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
615,68,f,50,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
616,58,m,25,18-25,109164,63.60,8757,2.37,0.57,21.45,3.67
617,70,m,25,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
618,57,f,67,>65,161954,48.00,8720,-0.48,0.77,22.78,4.12
619,6,m,79,>65,77963,51.50,8546,6.16,1.07,36.94,3.48
620,6,f,81,>65,77963,51.50,8546,6.16,1.07,36.94,3.48
621,54,m,60,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
622,74,f,68,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
623,24,m,74,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
624,24,f,67,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
625,60,f,21,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
626,9,m,19,18-25,81344,55.30,8899,-6.15,0.58,33.65,3.68
627,17,m,27,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
628,17,f,29,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
629,16,m,23,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
630,61,m,47,40-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
631,70,f,43,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
632,67,m,53,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
633,67,f,61,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
635,17,f,72,>65,74062,61.40,8114,2.40,0.24,14.74,2.50
636,17,m,64,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
637,39,f,29,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
638,54,f,38,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
639,31,m,21,18-25,51313,59.20,8930,2.42,0.68,27.09,3.86
640,26,m,20,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
641,40,f,37,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
642,40,m,36,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
643,1,f,50,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
644,35,f,38,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
645,14,m,74,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
646,34,f,77,>65,125236,87.70,9675,-1.06,1.25,41.97,7.05
647,34,m,70,>65,125236,87.70,9675,-1.06,1.25,41.97,7.05
648,70,f,64,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
649,13,f,21,18-25,53921,41.30,8598,5.16,0.49,32.20,3.01
651,54,f,23,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
652,61,m,61,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
653,1,f,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
654,64,f,57,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
655,32,m,57,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
656,1,m,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
657,8,f,73,>65,112065,69.40,11277,-1.71,0.19,45.36,1.34
658,8,m,73,>65,112065,69.40,11277,-1.71,0.19,45.36,1.34
659,24,m,34,25-40,122603,80.00,8991,0.61,0.62,42.70,1.70
660,16,m,76,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
661,16,f,80,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
662,5,m,54,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
663,24,m,76,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
664,77,f,19,18-25,148545,53.50,8909,0.88,1.55,23.73,4.79
665,62,f,67,>65,145688,40.70,8544,1.28,0.57,19.30,1.58
666,26,m,17,-18,170449,100.00,10787,1.29,0.45,36.09,2.87
667,26,f,18,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
668,1,f,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
669,12,f,43,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
670,1,m,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
671,10,f,28,25-40,92084,46.70,10124,5.49,-0.02,44.12,0.55
672,46,f,70,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
673,36,m,60,25-50,159617,85.20,9198,2.11,0.95,37.36,3.81
674,11,f,72,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
675,50,m,24,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
676,70,m,46,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
677,5,m,36,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
678,39,f,66,>65,119895,89.90,10446,-1.70,2.06,40.41,8.37
679,8,m,59,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
680,8,f,59,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
681,15,m,22,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
682,18,m,20,18-25,70699,65.30,8968,2.40,0.52,25.81,3.09
683,76,f,54,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
684,3,f,23,18-25,75232,41.70,8980,-0.15,0.26,37.46,2.08
685,72,f,69,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
686,32,f,28,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
687,32,m,24,18-25,105058,81.00,9272,1.57,0.42,42.10,3.01
688,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
689,70,m,35,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
690,38,m,57,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
691,38,f,55,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
692,74,f,63,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
693,74,m,64,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
694,29,m,63,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
695,28,m,44,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
696,28,f,47,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
697,1,m,25,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
698,75,m,45,40-50,138032,64.60,8819,3.20,0.28,31.04,5.52
699,26,f,77,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
700,12,m,70,>65,107870,58.00,8754,0.59,0.48,35.56,4.07
702,31,f,31,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
703,4,m,40,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
704,54,m,24,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
705,19,m,61,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
706,1,m,51,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
707,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
708,50,f,22,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
709,1,m,65,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
710,23,m,74,>65,87419,85.50,8624,3.65,0.87,34.76,2.23
711,48,f,36,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
712,54,m,37,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
713,20,f,19,18-25,70646,58.40,8547,-0.30,0.99,21.98,3.15
714,31,m,29,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
715,1,f,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
716,1,f,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
717,54,m,31,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
718,54,f,39,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
719,46,m,25,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
720,29,m,45,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
721,43,m,59,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
722,62,f,29,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
723,12,f,42,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
724,65,f,46,40-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
725,75,m,43,40-50,138032,64.60,8819,3.20,0.28,31.04,5.52
726,16,m,64,25-50,93931,56.90,8427,0.42,0.42,20.16,1.33
727,32,f,69,>65,105058,81.00,9272,1.57,0.42,42.10,3.01
728,32,m,67,>65,105058,81.00,9272,1.57,0.42,42.10,3.01
729,63,f,30,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
730,63,m,26,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
731,74,f,20,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
732,74,m,21,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
733,46,m,21,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
734,46,f,14,-18,112709,73.50,8369,-2.09,0.52,24.27,2.05
735,1,m,26,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
736,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
737,74,m,47,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
738,25,m,79,>65,88757,61.70,8554,4.46,0.21,22.76,2.58
739,72,m,57,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
740,55,m,76,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
741,74,m,58,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
742,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
743,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
744,26,m,59,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
745,52,f,33,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
746,52,m,37,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
747,24,f,46,40-50,122603,80.00,8991,0.61,0.62,42.70,1.70
748,25,m,63,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
749,25,f,66,>65,88757,61.70,8554,4.46,0.21,22.76,2.58
750,70,f,43,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
751,70,m,40,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
752,72,m,55,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
753,72,f,59,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
754,63,f,52,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
755,72,m,52,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
756,31,m,79,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
757,71,f,29,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
