disp_id,client_id,account_id,type,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
310,310,257,OWNER,11,m,49,40-50,75637,36.50,9622,0.71,0.14,46.30,0.52
311,311,258,OWNER,64,f,69,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
312,312,259,OWNER,2,m,75,>65,88884,46.70,8507,5.79,0.18,27.19,1.76
313,313,260,OWNER,24,f,57,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
314,314,260,DISPONENT,24,m,54,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
315,315,261,OWNER,54,m,32,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
316,316,262,OWNER,75,m,44,40-50,138032,64.60,8819,3.20,0.28,31.04,5.52
317,317,263,OWNER,64,f,42,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
318,318,264,OWNER,15,f,56,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
319,319,265,OWNER,19,f,70,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
320,320,265,DISPONENT,19,m,65,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
321,321,266,OWNER,47,f,56,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
322,322,267,OWNER,38,m,66,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
323,323,267,DISPONENT,38,f,61,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
324,324,268,OWNER,3,m,39,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
325,325,269,OWNER,3,m,39,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
326,326,270,OWNER,27,f,32,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
327,327,270,DISPONENT,27,m,31,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
328,328,271,OWNER,1,f,81,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
329,329,272,OWNER,11,m,35,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
330,330,273,OWNER,65,f,55,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
331,331,274,OWNER,1,m,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
332,332,275,OWNER,29,m,21,18-25,45714,55.60,8843,1.53,0.78,18.66,3.21
333,333,276,OWNER,38,m,28,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
334,334,277,OWNER,32,m,30,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
335,335,278,OWNER,73,f,32,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
336,336,279,OWNER,39,f,35,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
337,337,279,DISPONENT,39,m,42,40-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
338,338,280,OWNER,8,f,48,40-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
339,339,281,OWNER,1,m,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
340,340,281,DISPONENT,1,f,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
341,341,282,OWNER,69,m,22,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
342,342,282,DISPONENT,69,f,27,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
343,343,283,OWNER,44,m,80,>65,105606,53.00,8254,1.51,0.97,21.26,3.27
344,344,284,OWNER,54,f,36,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
345,345,285,OWNER,17,m,46,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
346,346,285,DISPONENT,17,f,39,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
347,347,286,OWNER,71,m,40,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
348,348,286,DISPONENT,71,f,46,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
349,349,287,OWNER,39,f,72,>65,119895,89.90,10446,-1.70,2.06,40.41,8.37
350,350,288,OWNER,25,f,74,>65,88757,61.70,8554,4.46,0.21,22.76,2.58
351,351,289,OWNER,1,m,26,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
352,352,290,OWNER,56,m,59,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
353,353,291,OWNER,7,m,34,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
354,354,292,OWNER,49,f,77,>65,75685,60.80,8208,6.12,0.37,24.99,2.07
355,355,292,DISPONENT,49,m,69,>65,75685,60.80,8208,6.12,0.37,24.99,2.07
356,356,293,OWNER,1,f,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
357,357,293,DISPONENT,1,m,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
358,358,294,OWNER,7,f,40,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
359,359,295,OWNER,66,m,29,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
360,360,296,OWNER,49,m,56,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
361,361,297,OWNER,74,f,22,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
362,362,298,OWNER,35,f,49,40-50,88768,80.50,8867,2.66,0.19,39.45,1.11
363,363,298,DISPONENT,35,m,57,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
364,364,299,OWNER,54,f,57,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
365,365,300,OWNER,1,m,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
366,366,300,DISPONENT,1,f,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
367,367,301,OWNER,60,f,36,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
368,368,301,DISPONENT,60,m,31,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
369,369,302,OWNER,7,f,69,>65,94725,63.40,9920,5.88,0.61,48.22,2.56
370,370,303,OWNER,71,f,43,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
371,371,304,OWNER,4,m,57,25-50,149893,67.40,9753,4.32,0.41,37.15,4.84
372,372,305,OWNER,34,m,67,>65,125236,87.70,9675,-1.06,1.25,41.97,7.05
373,373,306,OWNER,16,m,63,25-50,93931,56.90,8427,0.42,0.42,20.16,1.33
374,374,307,OWNER,26,m,32,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
375,375,308,OWNER,61,f,30,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
376,376,309,OWNER,14,f,26,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
378,378,311,OWNER,50,m,21,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
379,379,311,DISPONENT,50,f,16,-18,102609,52.00,8187,0.11,0.62,20.74,5.14
380,380,312,OWNER,41,m,26,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
381,381,313,OWNER,73,f,22,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
382,382,313,DISPONENT,73,m,21,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
383,383,314,OWNER,15,f,60,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
384,384,314,DISPONENT,15,m,64,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
385,385,315,OWNER,45,m,51,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
386,386,316,OWNER,62,m,19,18-25,145688,40.70,8544,1.28,0.57,19.30,1.58
387,387,317,OWNER,76,m,72,>65,127369,51.20,8369,-7.29,1.15,25.69,5.30
388,388,318,OWNER,36,f,49,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
389,389,319,OWNER,47,f,25,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
390,390,320,OWNER,47,f,22,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
391,391,321,OWNER,47,f,66,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
392,392,322,OWNER,74,f,49,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
393,393,322,DISPONENT,74,m,43,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
394,394,323,OWNER,52,f,75,>65,139012,61.90,8363,1.69,0.97,19.29,3.00
395,395,323,DISPONENT,52,m,80,>65,139012,61.90,8363,1.69,0.97,19.29,3.00
396,396,324,OWNER,1,m,79,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
397,397,325,OWNER,75,m,69,>65,138032,64.60,8819,3.20,0.28,31.04,5.52
398,398,326,OWNER,61,f,74,>65,117897,53.80,8814,-0.45,0.98,17.69,5.25
399,399,327,OWNER,45,m,47,40-50,77917,53.50,8390,0.54,0.61,26.96,2.58
400,400,328,OWNER,1,m,66,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
401,401,328,DISPONENT,1,f,71,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
402,402,329,OWNER,3,m,56,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
403,403,330,OWNER,42,f,26,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
404,404,330,DISPONENT,42,m,32,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
405,405,331,OWNER,65,f,65,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
406,406,332,OWNER,36,m,22,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
407,407,333,OWNER,73,f,24,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
408,408,334,OWNER,35,f,21,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
409,409,335,OWNER,74,m,74,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
410,410,336,OWNER,62,m,37,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
411,411,337,OWNER,17,f,58,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
412,412,337,DISPONENT,17,m,55,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
413,413,338,OWNER,49,f,27,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
414,414,339,OWNER,46,f,52,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
415,415,339,DISPONENT,46,m,54,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
416,416,340,OWNER,1,f,67,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
417,417,340,DISPONENT,1,m,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
418,418,341,OWNER,28,m,33,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
419,419,342,OWNER,64,f,29,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
420,420,343,OWNER,18,m,21,18-25,70699,65.30,8968,2.40,0.52,25.81,3.09
421,421,344,OWNER,54,m,34,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
422,422,345,OWNER,69,m,53,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
423,423,346,OWNER,37,m,42,40-50,114006,62.30,9065,0.17,0.93,36.46,4.92
424,424,347,OWNER,1,m,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
425,425,348,OWNER,25,m,51,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
426,426,349,OWNER,72,m,62,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
427,427,349,DISPONENT,72,f,58,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
428,428,350,OWNER,47,f,80,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
429,429,351,OWNER,50,f,18,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
430,430,352,OWNER,39,m,79,>65,119895,89.90,10446,-1.70,2.06,40.41,8.37
431,431,353,OWNER,24,f,72,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
432,432,354,OWNER,59,f,47,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
433,433,355,OWNER,62,m,44,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
434,434,356,OWNER,70,f,56,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
435,435,357,OWNER,20,m,32,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
436,436,358,OWNER,2,m,44,40-50,88884,46.70,8507,5.79,0.18,27.19,1.76
437,437,359,OWNER,11,f,79,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
438,438,360,OWNER,32,m,61,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
439,439,361,OWNER,51,f,31,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
440,440,362,OWNER,15,f,29,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
441,441,363,OWNER,1,m,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
442,442,364,OWNER,1,f,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
443,443,364,DISPONENT,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
444,444,365,OWNER,74,f,39,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
445,445,366,OWNER,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
446,446,366,DISPONENT,1,m,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
447,447,367,OWNER,23,m,53,25-50,87419,85.50,8624,3.65,0.87,34.76,2.23
448,448,368,OWNER,77,f,29,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
450,450,370,OWNER,25,m,46,40-50,88757,61.70,8554,4.46,0.21,22.76,2.58
451,451,371,OWNER,12,m,20,18-25,107870,58.00,8754,0.59,0.48,35.56,4.07
452,452,372,OWNER,55,f,46,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
453,453,373,OWNER,67,m,30,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
454,454,374,OWNER,38,f,50,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
455,455,375,OWNER,68,m,79,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
456,456,376,OWNER,25,m,59,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
457,457,377,OWNER,70,m,49,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
458,458,378,OWNER,68,m,38,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
459,459,379,OWNER,32,f,32,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
461,461,381,OWNER,68,f,29,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
462,462,382,OWNER,14,m,29,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
463,463,383,OWNER,38,m,55,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
464,464,384,OWNER,24,f,40,25-40,122603,80.00,8991,0.61,0.62,42.70,1.70
465,465,385,OWNER,5,m,47,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
466,466,386,OWNER,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
467,467,386,DISPONENT,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
468,468,387,OWNER,72,m,40,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
469,469,388,OWNER,59,f,29,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
470,470,389,OWNER,30,f,45,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
471,471,390,OWNER,44,m,22,18-25,105606,53.00,8254,1.51,0.97,21.26,3.27
472,472,391,OWNER,36,m,18,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
473,473,392,OWNER,1,f,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
474,474,393,OWNER,46,m,50,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
476,476,395,OWNER,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
477,477,395,DISPONENT,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
478,478,396,OWNER,21,m,21,18-25,103347,67.00,9104,0.53,0.56,22.51,1.79
479,479,397,OWNER,11,m,52,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
480,480,397,DISPONENT,11,f,53,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
481,481,398,OWNER,69,m,72,>65,42821,48.40,8173,0.00,0.00,31.71,7.01
482,482,398,DISPONENT,69,f,65,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
483,483,399,OWNER,1,m,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
484,484,400,OWNER,28,f,40,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
485,485,401,OWNER,32,m,21,18-25,105058,81.00,9272,1.57,0.42,42.10,3.01
486,486,402,OWNER,68,m,55,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
487,487,403,OWNER,1,f,77,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
488,488,403,DISPONENT,1,m,82,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
489,489,404,OWNER,41,m,59,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
490,490,405,OWNER,55,m,49,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
491,491,406,OWNER,63,m,33,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
492,492,407,OWNER,72,m,64,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
493,493,408,OWNER,41,f,57,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
494,494,409,OWNER,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
495,495,410,OWNER,49,f,62,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
496,496,411,OWNER,70,f,48,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
497,497,412,OWNER,74,m,46,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
498,498,412,DISPONENT,74,f,51,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
499,499,413,OWNER,18,f,64,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
500,500,414,OWNER,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
501,501,415,OWNER,62,m,62,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
502,502,416,OWNER,6,m,80,>65,77963,51.50,8546,6.16,1.07,36.94,3.48
503,503,417,OWNER,73,m,40,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
504,504,418,OWNER,36,m,20,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
505,505,419,OWNER,13,m,22,18-25,53921,41.30,8598,5.16,0.49,32.20,3.01
506,506,420,OWNER,75,m,53,25-50,138032,64.60,8819,3.20,0.28,31.04,5.52
507,507,421,OWNER,75,m,45,40-50,138032,64.60,8819,3.20,0.28,31.04,5.52
508,508,422,OWNER,53,m,28,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
509,509,423,OWNER,73,m,19,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
510,510,424,OWNER,12,m,23,18-25,107870,58.00,8754,0.59,0.48,35.56,4.07
511,511,425,OWNER,9,m,40,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
512,512,426,OWNER,60,f,34,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
513,513,427,OWNER,8,f,25,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
514,514,427,DISPONENT,8,m,31,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
515,515,428,OWNER,1,m,67,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
516,516,428,DISPONENT,1,f,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
517,517,429,OWNER,63,m,34,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
518,518,430,OWNER,54,f,20,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
519,519,431,OWNER,18,m,19,18-25,70699,65.30,8968,2.40,0.52,25.81,3.09
520,520,432,OWNER,46,f,52,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
521,521,433,OWNER,69,m,24,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
522,522,434,OWNER,1,f,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
523,523,435,OWNER,38,m,77,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
524,524,436,OWNER,30,f,36,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
525,525,436,DISPONENT,30,m,30,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
526,526,437,OWNER,43,m,35,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
527,527,437,DISPONENT,43,f,33,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
528,528,438,OWNER,37,m,22,18-25,114006,62.30,9065,0.17,0.93,36.46,4.92
529,529,439,OWNER,69,m,21,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
530,530,440,OWNER,29,f,42,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
531,531,441,OWNER,27,m,23,18-25,67298,43.80,8561,1.46,0.64,16.02,0.97
532,532,441,DISPONENT,27,f,19,18-25,67298,43.80,8561,1.46,0.64,16.02,0.97
533,533,442,OWNER,54,f,58,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
534,534,443,OWNER,74,m,42,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
535,535,444,OWNER,26,m,62,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
536,536,445,OWNER,47,m,60,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
537,537,446,OWNER,1,m,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
538,538,447,OWNER,5,f,51,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
540,540,449,OWNER,19,m,78,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
541,541,449,DISPONENT,19,f,72,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
542,542,450,OWNER,59,f,78,>65,108871,62.10,8444,-2.66,0.23,22.50,3.36
543,543,451,OWNER,11,f,41,40-50,75637,36.50,9622,0.71,0.14,46.30,0.52
544,544,452,OWNER,63,m,51,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
545,545,453,OWNER,75,f,26,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
546,546,454,OWNER,7,m,46,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
547,547,455,OWNER,54,m,50,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
548,548,456,OWNER,49,m,62,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
550,550,458,OWNER,7,m,38,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
551,551,459,OWNER,47,f,23,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
552,552,460,OWNER,1,f,65,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
553,553,460,DISPONENT,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
554,554,461,OWNER,30,f,74,>65,94812,81.80,9650,-1.91,0.29,30.53,3.52
555,555,461,DISPONENT,30,m,73,>65,94812,81.80,9650,-1.91,0.29,30.53,3.52
556,556,462,OWNER,29,m,53,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
557,557,463,OWNER,51,m,60,25-50,121947,70.50,8541,2.81,0.46,30.07,2.74
558,558,464,OWNER,43,f,79,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
559,559,465,OWNER,32,f,27,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
560,560,466,OWNER,71,f,32,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
561,561,467,OWNER,74,f,37,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
562,562,468,OWNER,49,f,24,18-25,75685,60.80,8208,6.12,0.37,24.99,2.07
563,563,469,OWNER,72,f,38,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
564,564,469,DISPONENT,72,m,44,40-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
565,565,470,OWNER,64,f,40,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
566,566,471,OWNER,47,f,53,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
567,567,471,DISPONENT,47,m,49,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
568,568,472,OWNER,8,f,39,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
569,569,473,OWNER,73,m,37,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
570,570,474,OWNER,61,f,58,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
571,571,475,OWNER,3,m,75,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
572,572,475,DISPONENT,3,f,79,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
573,573,476,OWNER,69,m,32,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
574,574,477,OWNER,1,m,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
575,575,478,OWNER,58,m,29,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
576,576,478,DISPONENT,58,f,25,18-25,109164,63.60,8757,2.37,0.57,21.45,3.67
577,577,479,OWNER,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
578,578,480,OWNER,23,f,22,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
579,579,481,OWNER,72,f,66,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
581,581,483,OWNER,70,f,50,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
582,582,484,OWNER,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
583,583,485,OWNER,75,f,35,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
584,584,486,OWNER,33,f,23,18-25,133777,84.70,8705,1.56,1.86,35.54,6.68
585,585,487,OWNER,40,f,57,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
586,586,487,DISPONENT,40,m,52,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
587,587,488,OWNER,25,f,54,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
588,588,489,OWNER,61,f,39,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
589,589,490,OWNER,45,m,38,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
590,590,491,OWNER,44,m,50,40-50,105606,53.00,8254,1.51,0.97,21.26,3.27
591,591,492,OWNER,65,f,25,18-25,114200,43.70,8403,4.91,-0.02,21.34,5.73
592,592,493,OWNER,26,m,34,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
593,593,494,OWNER,60,f,45,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
596,596,496,OWNER,69,m,51,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
597,597,497,OWNER,55,m,56,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
598,598,498,OWNER,1,m,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
599,599,498,DISPONENT,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
601,601,500,OWNER,56,m,33,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
602,602,500,DISPONENT,56,f,34,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
603,603,501,OWNER,13,f,33,25-40,53921,41.30,8598,5.16,0.49,32.20,3.01
604,604,502,OWNER,1,f,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
605,605,503,OWNER,1,f,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
606,606,504,OWNER,10,f,50,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
607,607,505,OWNER,64,m,35,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
608,608,506,OWNER,67,m,27,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
609,609,507,OWNER,52,m,37,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
610,610,508,OWNER,74,f,20,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
611,611,509,OWNER,36,m,47,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
